"","genes","baseMean","log2FoldChange","lfcSE","pvalue","padj","ensembl_gene_id","entrezgene_id"
"6628","Dlst",4007.10390670475,-0.10875474282164,0.108294024721707,0.241010707770096,0.490135115899965,"ENSMUSG00000004789",78920
"6629","Cox5b",902.28368970863,0.123010674564259,0.133606757332411,0.241168939217193,0.49025359442766,"ENSMUSG00000061518",12859
"6630","Mmp14",7620.72301368038,-0.119930746704576,0.129363440505505,0.241170412157406,0.49025359442766,"ENSMUSG00000000957",17387
"6631","Pias1",3487.55163343469,0.106840649532202,0.10540444065072,0.241109297028227,0.49025359442766,"ENSMUSG00000032405",56469
"6632","Mcm8",386.895844248257,0.130482993553794,0.153628901797018,0.241262414103634,0.490371860321671,"ENSMUSG00000027353",66634
"6633","Myo18a",5710.76802316292,-0.120056959553076,0.129614176523021,0.241399757305027,0.4905822373715,"ENSMUSG00000000631",360013
"6634","Atad5",931.421892477358,0.121551649982829,0.130460529144502,0.241505050125662,0.490727430514624,"ENSMUSG00000017550",237877
"6635","Trim47",1270.54122490458,0.132656117211308,0.161793084556964,0.241803330295563,0.490900891051035,"ENSMUSG00000020773",217333
"6636","Nt5dc2",2289.66989833768,0.117031840433586,0.122123641813356,0.241862365472782,0.490900891051035,"ENSMUSG00000071547",70021
"6637","St13",2655.12469187179,-0.114081783003106,0.117993461408195,0.241677152049852,0.490900891051035,"ENSMUSG00000022403",70356
"6638","Rsph1",51.4509939746729,-0.100632804527684,0.215909244192883,0.241716070448804,0.490900891051035,"ENSMUSG00000024033",22092
"6639","Mc5r",22.4680074601477,-0.0759626297070182,0.21500154861138,0.241854853358758,0.490900891051035,"ENSMUSG00000007480",17203
"6640","Hectd3",3308.18885470462,0.106128949980516,0.104497982012009,0.241752946514923,0.490900891051035,"ENSMUSG00000046861",76608
"6641","Osbpl3",42.9927447166446,-0.0976091891896847,0.216118588607321,0.241895155584811,0.490900891051035,"ENSMUSG00000029822",71720
"6642","Lmcd1",1619.18521796816,0.134104304240559,0.169744827601956,0.24186226821643,0.490900891051035,"ENSMUSG00000057604",30937
"6643","Kdm4d",47.2169994546411,-0.0968095565195948,0.216107226958192,0.241885763834919,0.490900891051035,"ENSMUSG00000053914",244694
"6644","4931431C16Rik",41.1500044121998,0.103993870959316,0.216294627662101,0.241943718467171,0.490930725029678,"ENSMUSG00000055061",74364
"6645","Vamp8",289.429243449282,0.133660895928514,0.174128085565505,0.242088384744897,0.491155527852157,"ENSMUSG00000050732",22320
"6646","Lcorl",2686.18397311045,0.120367261973305,0.129699977802843,0.242317689789146,0.491483193419562,"ENSMUSG00000015882",209707
"6647","Ppp4r2",824.679316457845,0.129171960918039,0.149970543084736,0.242302781992676,0.491483193419562,"ENSMUSG00000052144",232314
"6648","Erlin1",1238.24263883033,-0.113158650311266,0.116607614020134,0.24236676000007,0.491513958103373,"ENSMUSG00000025198",226144
"6649","Slc35e1",3767.83989574476,-0.118007104543602,0.12559351233469,0.242570432800405,0.491858200662975,"ENSMUSG00000019731",270066
"6650","Mia3",3649.49385755218,-0.114387493852381,0.119144821795513,0.242909608373784,0.492218870575236,"ENSMUSG00000056050",338366
"6651","Scrn2",616.819941712573,0.128479562256118,0.148241069766958,0.242918058971293,0.492218870575236,"ENSMUSG00000020877",217140
"6652","Rwdd2b",493.986100810519,0.125317873485303,0.139746929343826,0.24281871555696,0.492218870575236,"ENSMUSG00000041079",53858
"6653","Armc3",51.4617356255906,-0.101786123435777,0.215487270464266,0.24280949302641,0.492218870575236,"ENSMUSG00000037683",70882
"6654","Ccdc9",873.112229400472,0.124525651931049,0.137717285216943,0.242859717748748,0.492218870575236,"ENSMUSG00000041375",243846
"6655","Cers4",1181.17610230778,0.122055097148413,0.132604825438713,0.243036043512683,0.492389122253617,"ENSMUSG00000008206",67260
"6656","Taf6l",526.235950653691,0.1252094558456,0.139218016655535,0.243115371257102,0.492481018930483,"ENSMUSG00000003680",225895
"6657","Taf6l",526.235950653691,0.1252094558456,0.139218016655535,0.243115371257102,0.492481018930483,"ENSMUSG00000003680",100039957
"6658","Csmd3",214.960707700753,0.13322374151884,0.178656025485661,0.243198837497792,0.492512466272244,"ENSMUSG00000022311",239420
"6659","Thsd4",225.059695593368,-0.131507896292808,0.178918546598348,0.243171619616549,0.492512466272244,"ENSMUSG00000032289",207596
"6660","Troap",649.471232386365,0.129379032801029,0.151785215388977,0.243274079221687,0.492596033597209,"ENSMUSG00000032783",78733
"6661","Jmjd1c",1673.74086368339,-0.112625442128036,0.116161330430076,0.24340738963633,0.492755705305538,"ENSMUSG00000037876",108829
"6662","Npdc1",5389.1951824535,0.10983727410337,0.110714003152924,0.243420910566855,0.492755705305538,"ENSMUSG00000015094",18146
"6663","Adnp2",1500.16459251362,0.112128038466815,0.114364798505372,0.243607148725995,0.49281146420103,"ENSMUSG00000053950",240442
"6664","Trmt112",615.655155571726,0.127736740784103,0.146515460386045,0.243618413845274,0.49281146420103,"ENSMUSG00000038812",67674
"6665","Itgb3bp",206.25103665034,-0.131281668747147,0.185242616843714,0.243562830318382,0.49281146420103,"ENSMUSG00000028549",67733
"6666","Mterf1a",237.851754439902,0.133210541554226,0.174897247739949,0.243588815957772,0.49281146420103,"ENSMUSG00000040429",545725
"6667","Zmym3",1900.18661468639,-0.114882426272953,0.120046575734262,0.243536161036422,0.49281146420103,"ENSMUSG00000031310",56364
"6668","Nup160",1377.08617001653,-0.117810779077351,0.128811668335732,0.243659813383418,0.492826447326003,"ENSMUSG00000051329",59015
"6669","Atp1a4",1832.87167146305,-0.128151569767881,0.148248378486304,0.243799644463863,0.492922919939433,"ENSMUSG00000007107",27222
"6670","Tnfsf13",70.1858001319467,0.111206536343841,0.21428222664105,0.243900029426636,0.492922919939433,"ENSMUSG00000089669",69583
"6671","Sacs",108.572512774864,-0.121489566997535,0.205836723730177,0.243892476830145,0.492922919939433,"ENSMUSG00000048279",50720
"6672","Cpne1",3673.90134091576,0.114503298541351,0.118349914732839,0.243911506942026,0.492922919939433,"ENSMUSG00000074643",266692
"6673","C530005A16Rik",56.7128018772966,0.113816194449484,0.213086396254297,0.243771231112131,0.492922919939433,"ENSMUSG00000085408",654318
"6674","Zfp791",85.6222906780224,-0.122637096090681,0.204979990111377,0.24390331034396,0.492922919939433,"ENSMUSG00000074194",244556
"6675","Angel2",3459.00340335236,0.106013015285783,0.10513316927022,0.243984314632933,0.493001337079898,"ENSMUSG00000026634",52477
"6676","Acss1",11941.96470438,0.109344977897936,0.111626111412195,0.244086036045331,0.493138148074861,"ENSMUSG00000027452",68738
"6677","Sall1",3093.9501644882,-0.10895905557468,0.110570624172351,0.244149892989086,0.493198432291454,"ENSMUSG00000031665",58198
"6678","Ube2n",3940.47518051693,-0.105083979632745,0.104525588936644,0.244241205190754,0.49331415336522,"ENSMUSG00000074781",93765
"6679","Dis3l2",1445.26507805255,0.112028554832288,0.114472134531277,0.244291868323209,0.493347751351147,"ENSMUSG00000053333",208718
"6680","Efr3a",2551.36340314548,-0.112914072311355,0.116978542688712,0.244367169199059,0.493405480865799,"ENSMUSG00000015002",76740
"6681","Pcdh7",4905.58952561052,-0.128559084512446,0.152269957430465,0.244388519664595,0.493405480865799,"ENSMUSG00000029108",54216
"6682","Slc25a12",2588.17971025166,0.111650557838384,0.11389618486086,0.244534636348903,0.493563017929333,"ENSMUSG00000027010",78830
"6683","Syn2",2798.28384637635,-0.115922799255543,0.121397356738142,0.244524552360838,0.493563017929333,"ENSMUSG00000009394",20965
"6684","Lipe",917.034960079542,0.120848403813549,0.131479206728242,0.244616221103332,0.493658960684314,"ENSMUSG00000003123",16890
"6685","Zdhhc5",2890.1539141995,-0.12028489353004,0.130835245202892,0.244694276594673,0.493747755333273,"ENSMUSG00000034075",228136
"6686","Acsf2",878.497790596307,-0.122860490153067,0.137201612386122,0.24480485332759,0.493869895569575,"ENSMUSG00000076435",264895
"6687","Ppp2r5e",2021.42012692608,-0.110017526879311,0.112423135726494,0.244822936919474,0.493869895569575,"ENSMUSG00000021051",26932
"6688","Ccdc92",1161.59844160136,0.118777736053904,0.128951425094801,0.244928292290372,0.49401368692624,"ENSMUSG00000037979",215707
"6689","Gins1",297.723234236222,0.132111984119237,0.180682015892148,0.244993210959988,0.494075889900947,"ENSMUSG00000027454",69270
"6690","Zfp953",101.40284886663,-0.117211845775564,0.209136505621825,0.245088662092833,0.49419218512606,"ENSMUSG00000098905",629016
"6691","Cdc37",4557.86937858271,0.110541005394517,0.113082628222978,0.245119051127155,0.49419218512606,"ENSMUSG00000019471",12539
"6692","Plcb3",3769.66311325062,0.111351342619751,0.114484992609285,0.245201591214249,0.494289859486121,"ENSMUSG00000024960",18797
"6693","Acbd6",1120.72888161342,0.117602910952946,0.124622868708368,0.245283885499577,0.494318289126059,"ENSMUSG00000033701",72482
"6694","Bcas2",2837.13095959733,0.108435878339555,0.10919695008866,0.24525666714122,0.494318289126059,"ENSMUSG00000005687",68183
"6695","Psmb8",72.5474929036273,0.109462231372647,0.21450052943437,0.245374011265534,0.494362481285118,"ENSMUSG00000024338",16913
"6696","Kcnk3",100.661809708417,-0.125551402994858,0.199589463466713,0.245348718885162,0.494362481285118,"ENSMUSG00000049265",16527
"6697","Plscr1",229.328259989752,0.134809079735336,0.183753642465946,0.245572255086448,0.494693143565837,"ENSMUSG00000032369",22038
"6698","Gjd2",36.3850292376285,-0.0799038923798767,0.215146462709595,0.245710247638498,0.494853573344896,"ENSMUSG00000068615",14617
"6699","Ptpn1",2696.34156860315,-0.1076964896834,0.109213293193906,0.245754292183974,0.494853573344896,"ENSMUSG00000027540",19246
"6700","Oaz3",50.6395435897609,-0.0976467759509465,0.215452929310591,0.245726247526292,0.494853573344896,"ENSMUSG00000028141",53814
"6701","Zfp169",488.904336072644,-0.124556074219051,0.141621216314241,0.245842378689677,0.494904357651225,"ENSMUSG00000050954",67911
"6702","Mcm2",3907.48105195689,0.120596254441816,0.130669603256941,0.245847784784393,0.494904357651225,"ENSMUSG00000002870",17216
"6703","Fanci",503.046047999772,0.126659348262267,0.144210807959542,0.246066004362274,0.495206125936182,"ENSMUSG00000039187",208836
"6704","Yrdc",1815.59139019462,0.110419029245859,0.112654443904019,0.246104795544954,0.495215451188168,"ENSMUSG00000028889",230734
"6705","Pcdhgb6",913.181456535537,-0.125523459085494,0.145560324382275,0.246298213480298,0.495365996511131,"ENSMUSG00000103088",93703
"6706","Chsy3",320.665646856921,0.131723050674225,0.185802536318243,0.246335591406312,0.495365996511131,"ENSMUSG00000058152",78923
"6707","Snip1",1085.56133770376,0.113565310127639,0.11778891691419,0.246227738575695,0.495365996511131,"ENSMUSG00000050213",76793
"6708","Spns1",4882.52192991209,0.1072235423127,0.107759066127878,0.246361223949143,0.495365996511131,"ENSMUSG00000030741",73658
"6709","Gm10653",33.0218675787159,-0.0869639561683736,0.215572045368724,0.246384618626139,0.495365996511131,"ENSMUSG00000121721",677044
"6710","Adrb2",60.6750687493762,-0.107130798947063,0.213561914059155,0.246590121650313,0.49571042480397,"ENSMUSG00000045730",11555
"6711","D930048N14Rik",76.7915292921986,0.122185471393482,0.206395331539098,0.246763552154792,0.495747554864821,"ENSMUSG00000052563",97775
"6712","Ifrd1",3145.14724513708,-0.115516320636115,0.122883843294766,0.246874041491884,0.495747554864821,"ENSMUSG00000001627",15982
"6713","Lmln",220.091233355331,-0.130507580443551,0.176947762187324,0.246856617619694,0.495747554864821,"ENSMUSG00000022802",239833
"6714","Lcmt2",1064.4895122744,0.120028295773765,0.129827468455671,0.246867153154394,0.495747554864821,"ENSMUSG00000074890",329504
"6715","Rrbp1",3245.86982701645,-0.120877205385214,0.132990140044673,0.246882145545869,0.495747554864821,"ENSMUSG00000027422",81910
"6716","Larp1b",141.60268008399,0.130988713034205,0.187959012116898,0.246770186263391,0.495747554864821,"ENSMUSG00000025762",214048
"6717","Jakmip3",108.459403558381,0.120706488055386,0.208118480026684,0.24676993475881,0.495747554864821,"ENSMUSG00000056856",74004
"6718","Ankle1",931.747069672663,0.101758632752162,0.215829878868426,0.246693339153221,0.495747554864821,"ENSMUSG00000046295",234396
"6719","Sf3a1",4375.37598235604,-0.107362971768529,0.109130408058235,0.246976438130897,0.49586086358601,"ENSMUSG00000002129",67465
"6720","Supt16",863.72181304955,-0.130132790224625,0.161624601313121,0.247054580619506,0.49586086358601,"ENSMUSG00000035726",114741
"6721","Oxr1",3669.45488276768,0.106051672256884,0.106502585931062,0.247103053614298,0.49586086358601,"ENSMUSG00000022307",170719
"6722","Steap1",107.633123459862,0.124685265768607,0.203102697878823,0.247109583350043,0.49586086358601,"ENSMUSG00000015652",70358
"6723","Erf",168.491539294756,0.130398539501313,0.190821820499722,0.24706594060265,0.49586086358601,"ENSMUSG00000040857",13875
"6724","Arhgap17",1247.54587324348,-0.113653382584959,0.119951712898051,0.247199466461384,0.495972580232099,"ENSMUSG00000030766",70497
"6725","Atg7",2179.54048250038,0.113468339122366,0.117887426618284,0.247295653488786,0.496028276740512,"ENSMUSG00000030314",74244
"6726","Hapln4",86.4194331792906,-0.11290251179907,0.210995952607369,0.247474999845677,0.496319345381467,"ENSMUSG00000007594",330790
"6727","Mtg2",851.747115398471,0.123137351353836,0.137418087455713,0.247617326808792,0.496447004345205,"ENSMUSG00000039069",52856
"6728","Eogt",4273.120822448,-0.127861538135402,0.159508860099885,0.247709865459595,0.496447004345205,"ENSMUSG00000035245",101351
"6729","Cdon",253.953461815847,-0.129401563889288,0.184496818842613,0.247708284811184,0.496447004345205,"ENSMUSG00000038119",57810
"6730","Anapc13",372.020077071528,0.131028438081344,0.169360913101404,0.247699160645409,0.496447004345205,"ENSMUSG00000035048",69010
"6731","Ppme1",3423.46270035308,-0.104788484915997,0.105483587450353,0.247859616583314,0.496609828803882,"ENSMUSG00000030718",72590
"6732","Cuta",1433.19424916467,0.118935479171353,0.128277931388894,0.247987298610601,0.496728358007252,"ENSMUSG00000024194",67675
"6733","Elovl6",5173.68761669232,-0.120620811215266,0.133822660526037,0.247972442931701,0.496728358007252,"ENSMUSG00000041220",170439
"6734","Kctd20",3473.90945410143,-0.109551718529681,0.11298127758349,0.24808644224573,0.49683183035637,"ENSMUSG00000005936",66989
"6735","Plxnb3",7582.97546190656,0.128138894902094,0.150743108376097,0.248107494259906,0.49683183035637,"ENSMUSG00000031385",140571
"6736","Dlec1",20.0454296861624,-0.0719157657018543,0.214107462001191,0.248159410434995,0.496867163718623,"ENSMUSG00000038060",320256
"6737","Zfp62",3077.43186522688,-0.11119112775807,0.11580249011536,0.248920277033511,0.497684213093907,"ENSMUSG00000046311",22720
"6738","Id4",26743.2427058167,0.126004950881568,0.145588720668438,0.248776645688064,0.497684213093907,"ENSMUSG00000021379",15904
"6739","Mir99ahg",480.760296713192,0.124170588352478,0.142700248996428,0.2486976531702,0.497684213093907,"ENSMUSG00000090386",77994
"6740","Eme2",776.141101507184,0.123520467194166,0.139385131542753,0.248965400319014,0.497684213093907,"ENSMUSG00000073436",193838
"6741","Cebpzos",272.30893379694,0.130487017231317,0.16591846727087,0.248961259356269,0.497684213093907,"ENSMUSG00000062691",68554
"6742","Poll",729.679080262055,0.118809657789226,0.128795328483922,0.248761000761348,0.497684213093907,"ENSMUSG00000025218",56626
"6743","Prdx6b",3672.60702754347,0.122291838285697,0.135532629159303,0.248660347748402,0.497684213093907,"ENSMUSG00000050114",320769
"6744","1700028K03Rik",19.4020922521314,-0.0718641294017012,0.214078919300069,0.248679700398198,0.497684213093907,"ENSMUSG00000089798",76421
"6745","Sumf1",1280.18381822289,0.112748082137626,0.117550503622521,0.248921745540296,0.497684213093907,"ENSMUSG00000030101",58911
"6746","Adamts8",40.6973309897242,-0.0915928320579796,0.215389153119604,0.248954945881477,0.497684213093907,"ENSMUSG00000031994",30806
"6747","Mapkapk3",656.012983137396,0.131295435863985,0.171249706689022,0.248720259665981,0.497684213093907,"ENSMUSG00000032577",102626
"6748","Lrrc28",1370.08928650789,0.113907776100892,0.119753907923606,0.249408920862592,0.498469391595262,"ENSMUSG00000030556",67867
"6749","Ift46",1319.48415520347,0.113118328404107,0.118408612386412,0.249440987448174,0.498469391595262,"ENSMUSG00000002031",76568
"6750","Zfp13",866.942334953969,0.118094879509662,0.127487296253396,0.249534559194198,0.498518952624704,"ENSMUSG00000062012",22654
"6751","Dido1",4625.36150685272,-0.107038992270703,0.109524635082318,0.249529901238735,0.498518952624704,"ENSMUSG00000038914",23856
"6752","3110082I17Rik",419.388590370883,0.128262721177602,0.1505921028082,0.249570520266121,0.49852210014029,"ENSMUSG00000053553",73212
"6753","Slc24a5",47.1405968200276,-0.0999776901278528,0.214550286382044,0.249633843022216,0.498579894770091,"ENSMUSG00000035183",317750
"6754","2610028E06Rik",39.904111480611,-0.0885886502160002,0.215238700282075,0.249833644336118,0.498910217022733,"ENSMUSG00000085562",72395
"6755","Rnd1",188.719993434099,-0.122838479132172,0.200111144700435,0.250016990016011,0.499207591413322,"ENSMUSG00000054855",223881
"6756","Pacs2",7681.13118099913,0.125382097733056,0.142958546090154,0.250056559257233,0.499217845787849,"ENSMUSG00000021143",217893
"6757","Fmo5",470.395376483082,-0.123600859265364,0.142043300168032,0.250214430606134,0.499464245480893,"ENSMUSG00000028088",14263
"6758","9130024F11Rik",22.5136453474009,-0.0726810338992979,0.214070982550288,0.250334778828692,0.499610154088736,"ENSMUSG00000087022",329160
"6759","Pqbp1",2220.00962927934,0.112603404577938,0.117649850548878,0.250356447058537,0.499610154088736,"ENSMUSG00000031157",54633
"6760","Casp8",105.884834121302,-0.12029282316506,0.203952183364573,0.250528584163783,0.499630872722832,"ENSMUSG00000026029",12370
"6761","Gnaq",3854.03598793832,-0.120389292927095,0.134529564941396,0.250521210642001,0.499630872722832,"ENSMUSG00000024639",14682
"6762","Tmtc2",614.750697573845,-0.122381585192125,0.139969665034437,0.250581815741954,0.499647251358388,"ENSMUSG00000036019",278279
"6763","Tex30",499.951597133702,-0.12650358908279,0.151250487753232,0.250736644793866,0.499830375724119,"ENSMUSG00000026049",75623
"6764","Ruvbl1",953.792307354413,-0.12448412733712,0.146355786339386,0.250742607438372,0.499830375724119,"ENSMUSG00000030079",56505
"6765","Snx13",3067.74566600125,-0.122226012077872,0.139653865416554,0.250872341799987,0.499987517325538,"ENSMUSG00000020590",217463
"6766","Rheb",4110.15275241969,0.107130693162943,0.109209737269908,0.250890411680458,0.499987517325538,"ENSMUSG00000028945",19744
"6767","Brox",3228.01271394699,-0.10822029768914,0.111913442589658,0.250946927307598,0.500029555996537,"ENSMUSG00000046836",71678
"6768","Gtpbp10",489.186152265304,0.124444287549905,0.144508327174288,0.251176659951718,0.500351637260238,"ENSMUSG00000040464",207704
"6769","Bbs1",1596.11313847444,-0.114429583705088,0.123286082605429,0.251262357251345,0.5003563321026,"ENSMUSG00000006464",52028
"6770","1110015O18Rik",47.8995515065382,-0.0850257015696864,0.215069081530499,0.251327677228569,0.5003563321026,"ENSMUSG00000098659",100503859
"6771","Gem",923.590926601198,-0.120510878727154,0.13474166927997,0.25134358571622,0.5003563321026,"ENSMUSG00000028214",14579
"6772","Brat1",3304.16318384073,0.111304419420811,0.115993620447976,0.251291259040518,0.5003563321026,"ENSMUSG00000000148",231841
"6773","Atp11c",607.492406578104,-0.12300548430432,0.140557941590359,0.251351577231565,0.5003563321026,"ENSMUSG00000062949",320940
"6774","Smdt1",1541.6527328718,0.118099823575534,0.132067414076868,0.251468995156327,0.500425713454701,"ENSMUSG00000022452",69029
"6775","Ptpmt1",1863.59116768218,0.114989721537633,0.123151701322144,0.251500908394847,0.500425713454701,"ENSMUSG00000063235",66461
"6776","Dctn3",2218.83796390931,0.117054838498389,0.126537736922005,0.251559015012958,0.500425713454701,"ENSMUSG00000028447",53598
"6777","6030443J06Rik",29.0104545471172,0.0869438617994325,0.215508795495477,0.251557743066633,0.500425713454701,"ENSMUSG00000097207",320719
"6778","Depdc5",1118.4656271108,-0.118094839709475,0.131751471092243,0.25153949624593,0.500425713454701,"ENSMUSG00000037426",277854
"6779","Omd",26.8737158774774,-0.0779014448695592,0.214513990399166,0.25166582131752,0.500569498897161,"ENSMUSG00000048368",27047
"6780","Sh2b2",1075.63635122271,-0.11909050437342,0.132881584135255,0.25170151975549,0.500571829000698,"ENSMUSG00000005057",23921
"6781","Armc5",2539.12072502878,0.11272547033098,0.119653024083847,0.251772054699727,0.500643430124352,"ENSMUSG00000042178",233912
"6782","Zdhhc17",3596.94710673381,-0.111703927566089,0.118562120739582,0.251890378045193,0.500696750475644,"ENSMUSG00000035798",320150
"6783","Akap10",1176.07643289156,-0.118123923507049,0.130624292079751,0.251872648388201,0.500696750475644,"ENSMUSG00000047804",56697
"6784","Dennd1c",26.7948442803045,-0.0788203686618668,0.214565337204921,0.251937011637455,0.500696750475644,"ENSMUSG00000002668",70785
"6785","Cacng8",103.410557544027,-0.121510225382993,0.201577176880473,0.251908719141503,0.500696750475644,"ENSMUSG00000053395",81905
"6786","Ankrd9",925.884066472841,0.126135810332574,0.149305620038557,0.252232640474983,0.501146885241374,"ENSMUSG00000037904",74251
"6787","Slc35f4",28.8040789273712,-0.0845759321354958,0.214847856224742,0.252202029273815,0.501146885241374,"ENSMUSG00000021852",75288
"6788","Dcaf10",1147.14173589841,-0.117344569697336,0.129706895921484,0.252844223636023,0.502086776369685,"ENSMUSG00000035572",242418
"6789","Rbsn",3030.8684298354,-0.112474522880301,0.119454619649018,0.252791679544041,0.502086776369685,"ENSMUSG00000014550",78287
"6790","Tssc4",3423.33840777046,0.103273985852625,0.103745884781518,0.252827297127041,0.502086776369685,"ENSMUSG00000045752",56844
"6791","Zic3",570.839756087693,-0.123567522925247,0.145039605164317,0.252827500367943,0.502086776369685,"ENSMUSG00000067860",22773
"6792","Gstt2",54.7915797853295,0.107868275499729,0.21295332666263,0.252932218637363,0.502123963549841,"ENSMUSG00000033318",14872
"6793","Tmem126a",577.275547990688,-0.122740314588623,0.142715210069722,0.252930363706956,0.502123963549841,"ENSMUSG00000030615",66271
"6794","Smg8",1185.93260180197,-0.110952745970956,0.117204092649316,0.253002715838403,0.502183346311402,"ENSMUSG00000020495",74133
"6795","9430015G10Rik",1731.34865554279,0.117535590465516,0.128645951251859,0.253031407422044,0.502183346311402,"ENSMUSG00000059939",230996
"6796","Tsfm",917.866367187598,0.121006128849561,0.136010515896383,0.253066502404119,0.502184252922928,"ENSMUSG00000040521",66399
"6797","B3galt6",1383.75163540566,0.113616353090744,0.120858726363853,0.253131512529028,0.502244514663453,"ENSMUSG00000050796",117592
"6798","Ttc34",38.275734237796,-0.0883126366409968,0.214881142761086,0.253194154531301,0.502300061904051,"ENSMUSG00000046637",242800
"6799","Pcsk7",2210.87136818698,0.109525907625062,0.11381113405594,0.253272562524183,0.502318141104735,"ENSMUSG00000035382",18554
"6800","Fam131b",642.245738305841,-0.0792100056965073,0.214363440212007,0.253337850009962,0.502378901579049,"ENSMUSG00000029861",76156
"6801","Fkbp3",1814.33821585474,0.117906734636428,0.128332162702587,0.253409775212709,0.502384099690122,"ENSMUSG00000020949",30795
"6802","Exog",1878.34424065746,-0.116968082981399,0.122892636362022,0.253375964358813,0.502384099690122,"ENSMUSG00000042787",208194
"6803","Ncl",6911.75374815411,-0.106882531552771,0.110309233730847,0.253503023531427,0.502431556412663,"ENSMUSG00000026234",17975
"6804","Asap3",1098.97089545967,-0.119631411770888,0.139951824356867,0.253476495287508,0.502431556412663,"ENSMUSG00000036995",230837
"6805","Commd6",1444.11764195695,0.114308075088226,0.122223163357498,0.253682191220751,0.50252606709551,"ENSMUSG00000075486",66200
"6806","Lrrtm4",502.909961046046,-0.127005946658392,0.168405814882473,0.253689356123054,0.50252606709551,"ENSMUSG00000052581",243499
"6807","Shisa7",143.800205851956,-0.118998190692274,0.203234225871006,0.25368696759845,0.50252606709551,"ENSMUSG00000053550",232813
"6808","Hmgb2",3248.30773916501,0.127778993897713,0.153677833162327,0.253677573375419,0.50252606709551,"ENSMUSG00000054717",97165
"6809","Zswim7",154.539688774285,-0.12764095213319,0.184038601400263,0.253775311805565,0.502627659912169,"ENSMUSG00000014243",69747
"6810","Pcdhb12",145.875360497284,0.127516386941479,0.191710991543722,0.253955346482735,0.502915532482815,"ENSMUSG00000043458",93883
"6811","Pkib",49.9919399665662,0.105573095393238,0.213504480654939,0.254123731056365,0.503180258516141,"ENSMUSG00000019876",18768
"6812","Nkd1",3698.51175694327,0.108307360003181,0.112011086427744,0.254176541442073,0.503216099662321,"ENSMUSG00000031661",93960
"6813","Lgals3",53.8346926659394,-0.0971773242481065,0.214039075693315,0.254345791551037,0.503482425710942,"ENSMUSG00000050335",16854
"6814","Pcdhb11",177.688117200996,0.126421889197178,0.196770067735889,0.254714950319905,0.504075532314766,"ENSMUSG00000051486",93882
"6815","Snap23",1194.54758451128,0.113521770072719,0.117039945926891,0.254806541269077,0.504134211030942,"ENSMUSG00000027287",20619
"6816","Smim10l1",3723.32266187389,0.104268414966069,0.106418792860777,0.254814146670902,0.504134211030942,"ENSMUSG00000072704",381820
"6817","Atp6v1d",2884.58690711234,0.106450547785593,0.109765037694544,0.254918691113549,0.5042722313773,"ENSMUSG00000021114",73834
"6818","Wnt9a",82.7700136397065,-0.102018492608863,0.212978462230399,0.25509948789706,0.504454832792015,"ENSMUSG00000000126",216795
"6819","Abcd4",2294.43215825978,0.116472254053463,0.12735604195563,0.255150178566964,0.504454832792015,"ENSMUSG00000021240",19300
"6820","Gm16523",62.6362903456609,-0.109219285493111,0.210597021407408,0.255131177726933,0.504454832792015,"ENSMUSG00000121759",100042584
"6821","Gmeb1",321.386032165369,-0.126093142967372,0.156519926369255,0.25512673206904,0.504454832792015,"ENSMUSG00000028901",56809
"6822","Rprd1b",2200.89948991677,-0.105631813335133,0.109106408797218,0.255198894179454,0.504482351760803,"ENSMUSG00000027651",70470
"6823","Dus1l",1608.73096911348,0.110993772462041,0.117149256274657,0.255339100387877,0.504674726838951,"ENSMUSG00000025155",68730
"6824","Dusp23",78.366165971146,0.116553971423677,0.207807889563161,0.255438711076689,0.504749956820204,"ENSMUSG00000026544",68440
"6825","Rasgrf2",93.6010476053569,-0.104577968679172,0.21228953570084,0.255554141980409,0.504840434722983,"ENSMUSG00000021708",19418
"6826","Ltbr",1410.58426303651,-0.11761259923819,0.131642434813495,0.255537736397205,0.504840434722983,"ENSMUSG00000030339",17000
"6827","Zc3h18",1319.50523299764,-0.111963824521187,0.120644699714331,0.255642901414174,0.504946973392737,"ENSMUSG00000017478",76014
"6828","Mpp2",4008.81114990345,0.110507584521347,0.116500428169656,0.255903355323968,0.505323732700475,"ENSMUSG00000017314",50997
"6829","Med30",753.352334787282,0.118163268655224,0.131080900903296,0.255894205617494,0.505323732700475,"ENSMUSG00000038622",69790
"6830","Rsrc1",1757.30139188691,0.110181934184909,0.115993791091687,0.255978327780296,0.505394642798511,"ENSMUSG00000034544",66880
"6831","Cep89",923.666527761431,0.117122776243813,0.127909356281324,0.256008984460772,0.505394642798511,"ENSMUSG00000023072",72140
"6832","Glt8d1",2184.6924221026,0.109574282335956,0.115053130590166,0.256243095112251,0.505719084255026,"ENSMUSG00000021916",76485
"6833","Dnajc27",1747.82677622593,-0.119926189018165,0.136822026241248,0.256473919732669,0.506105742246391,"ENSMUSG00000020657",217378
"6834","Rhbdl1",1824.01940593521,0.115004212013148,0.124576644339962,0.256523574792438,0.506134837689272,"ENSMUSG00000025735",214951
"6835","Gca",1999.60506121583,0.112075998378896,0.119439953524653,0.256679338369755,0.506373254549559,"ENSMUSG00000026893",227960
"6836","C4a",673.058242647485,-0.125358319759326,0.155316677507149,0.256738754992638,0.506421560528336,"ENSMUSG00000015451",625018
