"","genes","baseMean","log2FoldChange","lfcSE","pvalue","padj","ensembl_gene_id","entrezgene_id"
"743","Gjc2",13190.9355277538,0.480927231720425,0.151165190735123,0.000204508325436836,0.00372951157507328,"ENSMUSG00000043448",118454
"744","Lonrf1",341.970940476914,-0.655692926879358,0.219511587290408,0.000203763292959379,0.00372951157507328,"ENSMUSG00000039633",244421
"745","Icam5",236.855314148811,-0.889124567238544,0.311350968121862,0.000204361162240343,0.00372951157507328,"ENSMUSG00000032174",15898
"746","Pde2a",1302.3865832213,-0.682630636215005,0.23082675113308,0.000205806366332452,0.00374376499258203,"ENSMUSG00000110195",207728
"747","Mast1",1213.40046750717,-0.560267471883606,0.183424763551745,0.00020569308076321,0.00374376499258203,"ENSMUSG00000053693",56527
"748","Pag1",575.394238717336,-0.585486229200833,0.192924837126741,0.000207080420753088,0.00375716522765591,"ENSMUSG00000027508",94212
"749","C1qc",639.509494756557,-0.550682643220331,0.179496720049313,0.000207316334311205,0.00375716522765591,"ENSMUSG00000036896",12262
"750","Slc17a7",1448.06988371984,-0.714445953089077,0.243614681860126,0.000207320470556265,0.00375716522765591,"ENSMUSG00000070570",72961
"751","Notch2",1111.27488742524,-0.488054880267949,0.155883233482434,0.00020862968122201,0.00377617118396592,"ENSMUSG00000027878",18129
"752","Pcdh19",496.675668987128,-0.737817200028727,0.253133251000321,0.00021132419975439,0.00382017237910118,"ENSMUSG00000051323",279653
"753","Tnrc6b",1229.5878579337,-0.497785635545042,0.159842159516976,0.00021195766712372,0.00382209236064639,"ENSMUSG00000047888",213988
"754","Cacng3",127.731138370787,-0.970623720960398,0.343640928407017,0.000211762797587066,0.00382209236064639,"ENSMUSG00000066189",54376
"755","Spock1",333.641468142163,0.642499283680498,0.212034478208526,0.000212820955694666,0.00382985549105894,"ENSMUSG00000056222",20745
"756","P2ry12",1031.28589053888,-0.512973715758727,0.165609537054006,0.000212916507504035,0.00382985549105894,"ENSMUSG00000036353",70839
"757","Sgk2",1036.10124374854,0.471741998370179,0.148625037766608,0.000213616781723682,0.00383769033634441,"ENSMUSG00000017868",27219
"758","Adarb1",245.830454509377,-0.928160300658881,0.32986931809315,0.000219402373615689,0.00392518703571995,"ENSMUSG00000020262",110532
"759","Dbpht2",368.137078449933,-0.698038717983314,0.238064425735056,0.000219570056971229,0.00392518703571995,"ENSMUSG00000029878",386753
"760","Rin1",161.460832965125,-0.918464371557736,0.324808452921981,0.000219366757252922,0.00392518703571995,"ENSMUSG00000024883",225870
"761","Syt14",252.977632656661,-0.772039267691126,0.267265084855363,0.000220068300598366,0.00392924904196443,"ENSMUSG00000016200",329324
"762","Lrp8",7183.05766280429,-0.390223629209681,0.120907015731284,0.00022485430971101,0.00399992365912911,"ENSMUSG00000028613",16975
"763","Atp2b4",259.740716142507,-0.649313149089216,0.219160014950687,0.000225210067836704,0.00400134260232418,"ENSMUSG00000026463",381290
"764","Pcolce2",137.831232082636,0.830819538792599,0.284825957061711,0.000225578140672234,0.00400297660154963,"ENSMUSG00000015354",76477
"765","Snca",556.609792619195,-0.628318369584029,0.211574280594758,0.000227872504539538,0.00403874764158218,"ENSMUSG00000025889",20617
"766","Itpr1",310.375666480327,-0.742699425786997,0.256909563300333,0.000229069359435803,0.00405500314175858,"ENSMUSG00000030102",16438
"767","Cep170",5835.09792027477,-0.514180927400794,0.165592032225986,0.000231276698541282,0.00408908484811159,"ENSMUSG00000057335",545389
"768","Srgap2",3205.20440048204,-0.431190754625626,0.136276789424679,0.000233775302740945,0.00412320479213896,"ENSMUSG00000026425",14270
"769","Aplnr",105.3405270885,-1.36316141969945,0.508629753244314,0.000233569114771292,0.00412320479213896,"ENSMUSG00000044338",23796
"770","Bcr",989.800927802301,-0.505244925049753,0.164511897372801,0.000237536607601006,0.00417430998424169,"ENSMUSG00000009681",110279
"771","Cyp4f13",2048.63857718801,0.479683640023243,0.152956000718248,0.000237351574242516,0.00417430998424169,"ENSMUSG00000024055",170716
"772","Panx2",144.498467672705,-0.872156718887719,0.309953803983088,0.00024128085424931,0.00422985468549757,"ENSMUSG00000058441",406218
"773","Inf2",620.788190318176,0.527466014714639,0.171498310439706,0.000244412779061759,0.00427958510970699,"ENSMUSG00000037679",70435
"774","Slc5a3",559.93544245264,-0.601647022097814,0.203169326892728,0.000250063060555267,0.00437323793960224,"ENSMUSG00000089774",53881
"775","Camk2b",1418.26213005003,-0.635966953564599,0.217452328823957,0.000252930993773508,0.0044127479515383,"ENSMUSG00000057897",12323
"776","Cnot6",4195.17813971505,-0.428285389572384,0.136236526184272,0.00025347332049694,0.00441689447183249,"ENSMUSG00000020362",104625
"777","Clock",915.408779234376,-0.581466242642988,0.196499764554117,0.000254802885671504,0.00443473257678927,"ENSMUSG00000029238",12753
"778","Tmcc2",5413.40535523785,0.385563487709611,0.119443292671285,0.000255701129831863,0.00444502995240089,"ENSMUSG00000042066",68875
"779","Hivep1",537.689640034987,-0.556449442058357,0.185830278699968,0.000256925801893051,0.00446097039023407,"ENSMUSG00000021366",110521
"780","1700003E16Rik",170.010837695193,-0.83038042709482,0.29574847890013,0.000259238986384136,0.00449574979018804,"ENSMUSG00000030030",71837
"781","Ankfy1",3638.15489861479,-0.418221392834904,0.132764302020342,0.00026098298511585,0.00452058699905567,"ENSMUSG00000020790",11736
"782","Olfml3",356.560597037258,-0.633591097733128,0.216574536371161,0.000262618003690047,0.00454253202475443,"ENSMUSG00000027848",99543
"783","Synrg",1312.68388668009,-0.467647691824486,0.151987916261478,0.000267388052947176,0.00460433322722054,"ENSMUSG00000034940",217030
"784","Atp10a",171.285764253584,-0.852977487963764,0.306200741826257,0.000267405750953214,0.00460433322722054,"ENSMUSG00000025324",11982
"785","Adgrl3",1134.06123849471,-0.536917071220343,0.179205229405045,0.000267811058827217,0.0046058419108861,"ENSMUSG00000037605",319387
"786","Ncoa2",1375.015746384,-0.471588167348908,0.153665786848226,0.000270533635236647,0.00464715242139918,"ENSMUSG00000005886",17978
"787","Dlgap2",155.154029189163,-1.22917426081961,0.464795372988359,0.000273118852079676,0.00468600842301911,"ENSMUSG00000047495",244310
"788","Kat6a",1204.08738736286,-0.554775595815743,0.186704457643697,0.000274884577812502,0.00471072885239438,"ENSMUSG00000031540",244349
"789","Nefm",54.8717570109564,-1.31590971712664,0.49448260872334,0.00027576395096616,0.00472021931653764,"ENSMUSG00000022054",18040
"790","Ddc",1046.36848499955,0.476464876045609,0.154091822354837,0.000276765337024419,0.00472620006617201,"ENSMUSG00000020182",13195
"791","Gabrb3",1854.05087310965,-0.525135459017785,0.175126304146339,0.000276534971302631,0.00472620006617201,"ENSMUSG00000033676",14402
"792","Flrt2",1358.84151723073,-0.468595613667686,0.15287422158552,0.00027733616126896,0.00473037607773809,"ENSMUSG00000047414",399558
"793","Rgs5",351.143843302861,-0.835351820156527,0.301651101507697,0.000279038857022014,0.00475380805226877,"ENSMUSG00000026678",19737
"794","Syncrip",2872.46612679452,-0.415861609895847,0.132890690713418,0.000279365737379845,0.00475380805226877,"ENSMUSG00000032423",56403
"795","Tcirg1",2456.59621019163,0.455349684051714,0.146629475836688,0.000280870042260636,0.00477380289882145,"ENSMUSG00000001750",27060
"796","Arpc1b",3920.46174998678,0.404714816205018,0.127515664142213,0.000281467258196286,0.00477835165026903,"ENSMUSG00000029622",11867
"797","Tcf25",14795.2756531911,0.362806915758692,0.112259152442673,0.000285078223435897,0.00482834589179163,"ENSMUSG00000001472",66855
"798","Tanc2",1023.04176459881,-0.477595869742219,0.156920550372407,0.000287735127679049,0.00486765913779563,"ENSMUSG00000053580",77097
"799","Madd",1472.91176834964,-0.502569045539527,0.166846371935304,0.000288289354880637,0.00487135089400871,"ENSMUSG00000040687",228355
"800","Lrrc8c",1705.47128817099,-0.523992710341954,0.175309151582891,0.000289259156259799,0.00488204801799134,"ENSMUSG00000054720",100604
"801","Fus",2216.82781216412,-0.461215486513626,0.150806358725962,0.000290910732547175,0.00490421372147552,"ENSMUSG00000030795",233908
"802","Daam1",3125.32961758083,-0.622555138230981,0.215797666203683,0.000292523247752617,0.00492567020431759,"ENSMUSG00000034574",208846
"803","Ppfia2",456.207937587445,-0.604063927569817,0.207849594078781,0.00029310328323841,0.00492971160138106,"ENSMUSG00000053825",327814
"804","Rrm2b",376.89581513665,-0.578968055618972,0.197501472653516,0.000293449997311516,0.00492982394092974,"ENSMUSG00000022292",382985
"805","Taok1",1635.95363464041,-0.606874826300932,0.209956798759038,0.000296650191528159,0.00496523701743184,"ENSMUSG00000017291",216965
"806","Tmc6",424.290768247818,0.559099152903431,0.187170924990919,0.000296927886199021,0.00496523701743184,"ENSMUSG00000025572",217353
"807","Mapk1ip1l",2120.68272483843,-0.388922823220553,0.123305292163494,0.000296494264370197,0.00496523701743184,"ENSMUSG00000021840",218975
"808","Stard4",394.7692599883,-0.831883096257029,0.30279048562294,0.000296355475487235,0.00496523701743184,"ENSMUSG00000024378",170459
"809","Sox11",11596.1682530556,-0.620718783148862,0.21558340223818,0.000298192595401308,0.00497490937644208,"ENSMUSG00000063632",20666
"810","Skil",917.86596780299,-0.527537936324159,0.177394775481968,0.000298142668707745,0.00497490937644208,"ENSMUSG00000027660",20482
"811","Chdh",173.245472279091,0.874038009621543,0.311307089100176,0.00029980691666864,0.00499609273317464,"ENSMUSG00000015970",218865
"812","Fstl5",289.232690907545,-0.732080749358261,0.261122137800988,0.00030227501511578,0.00503143877054945,"ENSMUSG00000034098",213262
"813","Mvb12a",824.911471594276,0.47745652116202,0.156035035655369,0.000303744971337801,0.00505010847988009,"ENSMUSG00000031813",73711
"814","Pgap1",571.642992648747,-0.54865486078709,0.186246598048613,0.00030594248091319,0.00507667799101414,"ENSMUSG00000073678",241062
"815","Snx27",3009.79608630178,-0.401539435295397,0.128531345407172,0.000306393519253509,0.00507667799101414,"ENSMUSG00000028136",76742
"816","Nup98",1198.88810247627,-0.44130727399278,0.143729141426636,0.000306059529427809,0.00507667799101414,"ENSMUSG00000063550",269966
"817","Akt3",472.078019885864,-0.589239632281118,0.202945457729548,0.000307818434321102,0.0050944653661956,"ENSMUSG00000019699",23797
"818","Wdfy3",4652.33959715799,-0.548610558909436,0.186869391546309,0.000309705678216842,0.00511985510010009,"ENSMUSG00000043940",72145
"819","Nav1",3969.95593319344,-0.467520136669591,0.154352865105134,0.000310453007971927,0.00512636413391458,"ENSMUSG00000009418",215690
"820","Sh3tc2",442.085440216678,0.555885909826108,0.186975797005505,0.000311533443554311,0.00513835251951126,"ENSMUSG00000045629",225608
"821","Nup205",1552.96815428329,-0.500022633335217,0.167587355897592,0.000312870399994848,0.00515453983991512,"ENSMUSG00000038759",70699
"822","P3h1",835.429875240429,0.461937596841782,0.150954181032391,0.0003213985731709,0.00528903123022896,"ENSMUSG00000028641",56401
"823","Igf1r",1573.74577350217,-0.611588715370937,0.214426234987979,0.000322442488930686,0.0053001941094298,"ENSMUSG00000005533",16001
"824","Pecam1",279.244045834664,-0.99524264456794,0.376366492279298,0.000324131759317562,0.00532192779907816,"ENSMUSG00000020717",18613
"825","Gng2",7850.27063956301,-0.462873143326126,0.153272186958449,0.000324929489492751,0.00532296919623267,"ENSMUSG00000043004",14702
"826","Slc35f1",1879.00066515693,-0.435175705887767,0.142470603524278,0.000330100596956741,0.00540157839128537,"ENSMUSG00000038602",215085
"827","Dpy19l3",3344.04252845852,-0.491358413938282,0.163940519517189,0.000331376695339221,0.00541634648142956,"ENSMUSG00000043671",233115
"828","Hapln1",8374.34628034899,-0.538580146045033,0.184160709878623,0.000332424883037389,0.00542736030886945,"ENSMUSG00000021613",12950
"829","Hpgd",79.9658589746569,-0.992529528577659,0.372499261872291,0.000333773108535184,0.00544324243818122,"ENSMUSG00000031613",15446
"830","Zmynd19",517.250033282584,-0.641777755822796,0.227485718446437,0.000335462156571165,0.00546464083816714,"ENSMUSG00000026974",67187
"831","Kmt2c",2440.63176595609,-0.443578261784155,0.14618921283848,0.000338530879922672,0.00550844073750718,"ENSMUSG00000038056",231051
"832","Slc29a2",1398.75985668383,0.485941690399994,0.161089251978212,0.000340499325939125,0.00553425922361595,"ENSMUSG00000024891",13340
"833","Itgad",65.1858476645016,1.13323750100929,0.42157576647727,0.000346779181040015,0.00561743527007613,"ENSMUSG00000070369",381924
"834","5930430L01Rik",192.183496933076,0.680496290952342,0.239376153306266,0.000348146099079984,0.00563328364337233,"ENSMUSG00000106951",319982
"835","Lamc1",1697.99231975822,-0.516119582588123,0.17594763552928,0.000349371115763083,0.00564680316202138,"ENSMUSG00000026478",226519
"836","Frmd8",7891.45282015826,0.379192239602923,0.120706856690185,0.000351477195193577,0.00567451712240142,"ENSMUSG00000024816",67457
"837","Lgals12",158.643009194403,0.734227852912393,0.261805936109837,0.000356389225878002,0.00570931601854063,"ENSMUSG00000024972",56072
"838","Snapin",5531.57356211901,0.36392780148007,0.115177870008448,0.000355709545854772,0.00570931601854063,"ENSMUSG00000001018",20615
"839","Pla2g12a",1362.26252224888,0.449509224744977,0.147700277923806,0.000356355407816336,0.00570931601854063,"ENSMUSG00000027999",66350
"840","Prkaa2",519.030241442877,-0.536203675164662,0.184215525123714,0.000354607081264253,0.00570931601854063,"ENSMUSG00000028518",108079
"841","Rab4b",2485.04623775733,0.402041893371796,0.129462041023525,0.000356088776061746,0.00570931601854063,"ENSMUSG00000053291",19342
"842","Grm5",366.726473225249,-0.806571434697574,0.299087688737667,0.000354056396441111,0.00570931601854063,"ENSMUSG00000049583",108071
"843","Neto2",2321.95307308994,-0.482088090367992,0.162491483280053,0.000355069146138408,0.00570931601854063,"ENSMUSG00000036902",74513
"844","Nt5dc3",384.469621966889,-0.626403573132881,0.222345083133132,0.000362035362433102,0.00579336499399018,"ENSMUSG00000054027",103466
"845","Gtf3c1",4093.40281004187,-0.369662640034947,0.118476230250428,0.000363873439394668,0.00581635846123913,"ENSMUSG00000032777",233863
"846","Eln",1555.39850500767,-0.518757628418209,0.178159432690934,0.000370098722733466,0.00590935163236761,"ENSMUSG00000029675",13717
"847","Mrps26",1845.18050271475,0.413010696998077,0.134216251054366,0.000371591771181038,0.00592217062737434,"ENSMUSG00000037740",99045
"848","Ppfibp2",1126.32335781185,0.46401952558862,0.154399792024201,0.000371718531584401,0.00592217062737434,"ENSMUSG00000036528",19024
"849","Tnrc18",3141.73552868023,-0.441838444084007,0.146998157955448,0.000373425815322118,0.00593767146546859,"ENSMUSG00000039477",231861
"850","Nsg2",6164.29699850353,-0.4349324642706,0.144238380461214,0.00037543151171631,0.00595742594143306,"ENSMUSG00000020297",18197
"851","Spin1",4427.67943455331,-0.45623034715981,0.153089906514263,0.000375575066248435,0.00595742594143306,"ENSMUSG00000021395",20729
"852","Itpka",300.673451404936,-0.604210086957043,0.213767403444809,0.000377232459470524,0.00597717617202586,"ENSMUSG00000027296",228550
"853","Nsd1",2227.13375549435,-0.454021099484114,0.152139841653639,0.000378665204038163,0.00598679185184874,"ENSMUSG00000021488",18193
"854","Cp",135.567697326098,-0.826097036126806,0.308402214924799,0.000378463963294712,0.00598679185184874,"ENSMUSG00000003617",12870
"855","Fbxl5",6114.49718556613,0.359481145691287,0.114235060399884,0.00037936802643877,0.00599136998617569,"ENSMUSG00000039753",242960
"856","Sertad1",384.195497508485,0.643495250648535,0.226560174662046,0.000381758134580046,0.00602255651266757,"ENSMUSG00000008384",55942
"857","A4galt",27.9228225010127,-1.74071187157596,0.692921821202073,0.000384096729276847,0.00605286345766927,"ENSMUSG00000047878",239559
"858","Gjc3",7979.79459121247,0.449894377027838,0.148281876557049,0.000386640408654315,0.0060863329475247,"ENSMUSG00000056966",118446
"859","Cpm",3003.09743465937,0.371507365865957,0.118951054304008,0.000388409560073597,0.00610755076133081,"ENSMUSG00000020183",70574
"860","Pde4dip",7978.87018610293,-0.406654981886989,0.134419293483646,0.000389209057720983,0.00611349178639092,"ENSMUSG00000038170",83679
"861","Rgs4",888.595254285942,-0.677323414605649,0.247144195857502,0.000390397288411035,0.0061255193586398,"ENSMUSG00000038530",19736
"862","Trps1",1862.27686868051,-0.47566179467741,0.161512854602126,0.000391959754136676,0.00613675217653728,"ENSMUSG00000038679",83925
"863","Btbd7",650.528390700549,-0.475501398350489,0.161263830220482,0.000392813537029575,0.00614019931055213,"ENSMUSG00000041702",238386
"864","Tbl1xr1",1541.55747960594,-0.543141432844418,0.18975420088056,0.000393450486929434,0.00614019931055213,"ENSMUSG00000027630",81004
"865","Cntn3",265.920755172913,0.596809601229513,0.208678188103956,0.000394497980321025,0.00614992657924109,"ENSMUSG00000030075",18488
"866","Ddx17",2220.30049603227,-0.641729466120452,0.232137503752329,0.000395913176076995,0.00616535899759858,"ENSMUSG00000055065",67040
"867","Baz1b",2763.20513490446,-0.430994615810025,0.143650072892385,0.000397592551921934,0.00618486783021911,"ENSMUSG00000002748",22385
"868","Gng4",2380.5409661979,-0.573164165587742,0.202836178817286,0.000399329664439722,0.00620523202041488,"ENSMUSG00000021303",14706
"869","Il18",4235.29908480532,0.540448313908458,0.185657790721794,0.000400183816627641,0.00620925802132899,"ENSMUSG00000039217",16173
"870","Zfp275",781.769779770252,-0.510423302500839,0.176194238831604,0.000400445320040185,0.00620925802132899,"ENSMUSG00000031365",27081
"871","Cbx5",2559.92563020591,-0.384609928662799,0.125588792064798,0.000407997847837273,0.00631960769011195,"ENSMUSG00000009575",12419
"872","Usp32",1109.69169139869,-0.51229360828786,0.177478095242299,0.000409288838498929,0.00633283839974117,"ENSMUSG00000000804",237898
"873","Bnip3",1936.73573105064,0.401115349812693,0.130960106528763,0.000410332552170235,0.00634221891403419,"ENSMUSG00000078566",12176
"874","Bcl11b",1962.53414247592,-0.473594585089033,0.161956048061913,0.000412692702618843,0.00636558956594753,"ENSMUSG00000048251",58208
"875","Pak6",183.929481920002,-0.91082033144198,0.351228595515445,0.000414993107463692,0.00639380453986036,"ENSMUSG00000074923",214230
"876","Irf1",465.694194616653,0.525524438464687,0.180863513078929,0.00041882585472494,0.00644600556454584,"ENSMUSG00000018899",16362
"877","Camsap1",3329.57885993033,-0.449277977252981,0.151000733335368,0.000419943282837868,0.00645634964430903,"ENSMUSG00000026933",227634
"878","Tfcp2l1",420.201571427774,-0.61888160083786,0.223443926611955,0.000421352034482133,0.00647009695015691,"ENSMUSG00000026380",81879
"879","Limk1",1021.22764689966,-0.640964928239808,0.23351267030829,0.000421730005373036,0.00647009695015691,"ENSMUSG00000029674",16885
"880","Pld6",154.932418640484,0.715873135239528,0.25996435256498,0.000422811632921745,0.00647983409524256,"ENSMUSG00000043648",194908
"881","Thy1",137.623312656464,-0.822313230097951,0.311774606221296,0.000424269026928981,0.00649530343444178,"ENSMUSG00000032011",21838
"882","Pkdcc",285.41810778659,0.591360013333301,0.208289139076402,0.000425099797102766,0.00650115702362437,"ENSMUSG00000024247",106522
"883","Nfam1",57.7169548865692,-1.18713739610966,0.471115739294855,0.000426421603317003,0.00650764253146306,"ENSMUSG00000058099",74039
"884","Flad1",3181.48128523256,0.396812798450267,0.12980351781446,0.000426205055674696,0.00650764253146306,"ENSMUSG00000042642",319945
"885","Nid1",307.520036465508,-0.828103876963557,0.316971362671714,0.000432662296607197,0.00659593898655221,"ENSMUSG00000005397",18073
"886","Amdhd2",765.438585451205,0.494329862472661,0.168919231997985,0.000433900306020698,0.00660786411416816,"ENSMUSG00000036820",245847
"887","Slk",3051.4649568158,0.509794490482124,0.175065965491471,0.000437098734467829,0.00664958809267008,"ENSMUSG00000025060",20874
"888","Apaf1",830.769187116727,-0.433888701095375,0.146338284687176,0.000438310700503136,0.00666103620114724,"ENSMUSG00000019979",11783
"889","Zbtb41",1447.4599991722,-0.47966186410128,0.165544643053057,0.000439239034292945,0.00666117941336727,"ENSMUSG00000033964",226470
"890","Dmwd",8081.09355793609,0.348988829679469,0.1118463362091,0.00043880721838369,0.00666117941336727,"ENSMUSG00000030410",13401
"891","Brip1os",1362.78429270492,-0.427231844367316,0.143723911860966,0.000440057186369655,0.00666432371195017,"ENSMUSG00000085208",74038
"892","Dock7",2862.18568495945,-0.48375986147293,0.168476163648249,0.000440365713619,0.00666432371195017,"ENSMUSG00000028556",67299
"893","Apold1",237.519606616384,-0.742475563682999,0.279048570738715,0.000442884752253505,0.00668311027593329,"ENSMUSG00000090698",381823
"894","Usp29",89.074451956175,-0.925304971532677,0.358543377619051,0.000443450964646698,0.00668311027593329,"ENSMUSG00000051527",57775
"895","Klhl25",2312.82274799723,-0.424075632422233,0.142473077625699,0.000442126000083133,0.00668311027593329,"ENSMUSG00000055652",207952
"896","Abhd2",166.526551852121,-0.763248232570269,0.287749998821132,0.000443047125220351,0.00668311027593329,"ENSMUSG00000039202",54608
"897","Sobp",726.610956332881,-0.596755309912997,0.215582202014104,0.000444487954259524,0.00669178230618336,"ENSMUSG00000038248",109205
"898","Msi2",1524.22446080116,-0.619092263135979,0.225536725393351,0.000446083598915678,0.00670883819199119,"ENSMUSG00000069769",76626
"899","Tet1",1236.97117405425,-0.447677201860636,0.152228139327495,0.000446924174624831,0.00671451469814591,"ENSMUSG00000047146",52463
"900","Lamb1",119.496492116603,-0.973338892058993,0.382656733587937,0.000447944145232529,0.00672064458452174,"ENSMUSG00000002900",16777
"901","Nefl",596.263698958868,-0.69444879621603,0.261527973806303,0.000448259298746898,0.00672064458452174,"ENSMUSG00000022055",18039
"902","Braf",1649.75316437983,-0.46425988148576,0.159334011308725,0.000451039784052488,0.00675534585660431,"ENSMUSG00000002413",109880
"903","Ephb6",1559.96008582759,-0.405517942537533,0.135351416259847,0.00045602212505209,0.00682291926625924,"ENSMUSG00000029869",13848
"904","Zdhhc21",1106.70200477005,-0.533146945421457,0.188690382097926,0.000457129382360774,0.00683243483037784,"ENSMUSG00000028403",68268
"905","Nrgn",2011.72413431739,-0.612827696651678,0.223719732524577,0.000458492079816933,0.00684574477156117,"ENSMUSG00000053310",64011
"906","Notum",577.46348732945,0.658932937566943,0.238296551034946,0.000462162608491013,0.00689345010072295,"ENSMUSG00000042988",77583
"907","Atp9a",10947.3747402046,0.425420009496661,0.142038338257991,0.000462759346754665,0.00689423822710175,"ENSMUSG00000027546",11981
"908","Sppl3",4376.70607022121,0.441895584934138,0.148731446091207,0.000463166508014699,0.00689423822710175,"ENSMUSG00000029550",74585
"909","Ecel1",98.7372349478684,0.997787439415347,0.382277732449709,0.000465460771459522,0.00692128232268734,"ENSMUSG00000026247",13599
"910","Atrn",3161.25371548139,-0.532487007863628,0.189396975295979,0.000469552873281041,0.00697497700494727,"ENSMUSG00000027312",11990
"911","Ntsr1",68.7117731762926,-1.03181310362337,0.40955114299775,0.000474964511970391,0.00703374412108961,"ENSMUSG00000027568",18216
"912","Syngr2",1494.05914566038,0.388729558040709,0.128101331727058,0.000476540319101044,0.00704987912890504,"ENSMUSG00000048277",20973
"913","Neto1",143.558409113363,-0.812142006268353,0.312897473291904,0.000478107307876113,0.00706585091701109,"ENSMUSG00000050321",246317
"914","Nlgn2",389.980202696702,-0.525536888078313,0.18654410110906,0.000488173852372864,0.00718532437736222,"ENSMUSG00000051790",216856
"915","Ptprt",954.050144440106,-0.462340052636464,0.159491077728661,0.000487240083030721,0.00718532437736222,"ENSMUSG00000053141",19281
"916","Tra2a",1260.22771899338,-0.510757207986691,0.180659887249334,0.000486793718713354,0.00718532437736222,"ENSMUSG00000029817",101214
"917","Pts",1726.45045949177,0.519210034622324,0.181246486802619,0.000487898715950549,0.00718532437736222,"ENSMUSG00000032067",19286
"918","Slc7a8",257.496352758786,-0.703457622941254,0.265567413066825,0.000492492048340159,0.00724153115297731,"ENSMUSG00000022180",50934
"919","Bend3",186.553814455694,-0.774659267893412,0.297993866956463,0.000494716039554343,0.00726178795901756,"ENSMUSG00000038214",331623
"920","Bmpr1a",4472.78083559187,-0.379508461153435,0.12611332188277,0.000494871465271717,0.00726178795901756,"ENSMUSG00000021796",12166
"921","Cnksr2",272.298047463036,-0.676882144686516,0.254368349311994,0.000498524125147834,0.00730799066369394,"ENSMUSG00000025658",245684
"922","Cchcr1",680.622972393515,0.534566915897049,0.188721289323681,0.000510030425338731,0.00745405353483964,"ENSMUSG00000040312",240084
"923","Kctd13",2988.67286679714,0.412257765787875,0.139265085446107,0.000509520758263906,0.00745405353483964,"ENSMUSG00000030685",233877
"924","Vps13c",167.552810301808,-0.734404718950576,0.280306357841907,0.000509076005531694,0.00745405353483964,"ENSMUSG00000035284",320528
"925","Prrx1",892.231136714698,-0.539671214810732,0.194274065210633,0.00051377152610568,0.00746358675899814,"ENSMUSG00000026586",18933
"926","Vmp1",9727.5004638988,0.373432975747572,0.123154697235255,0.000513654043753176,0.00746358675899814,"ENSMUSG00000018171",75909
"927","Traf3",1104.48428593767,-0.601387398166167,0.221824063131714,0.00051375100901415,0.00746358675899814,"ENSMUSG00000021277",22031
"928","Dcc",611.67651148981,-0.596021899254618,0.219162996964763,0.000513132217636654,0.00746358675899814,"ENSMUSG00000060534",13176
"929","Arhgef9",1932.07805004976,-0.440177418368572,0.151589460655337,0.000515548538046876,0.00748190460921283,"ENSMUSG00000025656",236915
"930","Flna",5190.14434916857,-0.420261358439545,0.143408604675026,0.000518915693769703,0.00752323972827316,"ENSMUSG00000031328",192176
"931","Tenm3",1548.13262243369,-0.516513207173713,0.184515684281311,0.000520313788181843,0.00753597332773262,"ENSMUSG00000031561",23965
"932","Gpt",2951.38506360287,0.419763425533696,0.141675118312565,0.000520929178331037,0.00753735651441454,"ENSMUSG00000022546",76282
"933","Amotl1",811.876074550644,-0.486017209518238,0.171419579191316,0.000527710233361208,0.00762026191560836,"ENSMUSG00000013076",75723
"934","Prr7",59.9886023003507,-1.22399996024514,0.507406420076954,0.000530463324809108,0.00764407788622955,"ENSMUSG00000034686",432763
"935","Gsk3b",4325.19758415989,-0.447086026452126,0.155190139641995,0.00053094126303167,0.00764407788622955,"ENSMUSG00000022812",56637
"936","Spry1",965.674998514395,1.45510412376698,0.579883416020196,0.000530686278067145,0.00764407788622955,"ENSMUSG00000037211",24063
"937","Tmem240",218.418567446403,0.653010917691871,0.240856036695011,0.00053485515513324,0.00769278773722393,"ENSMUSG00000084845",381582
"938","Bmf",311.519264540794,-0.871825429831687,0.348430664186289,0.000537338620012575,0.00772084768378822,"ENSMUSG00000040093",171543
"939","Flt1",306.241055704315,-0.759708519086747,0.295427806241902,0.000538292795902967,0.00772689995544674,"ENSMUSG00000029648",14254
"940","Col1a1",531.97213514636,0.495830482051787,0.173698448121575,0.000539139693172708,0.00773140185125413,"ENSMUSG00000001506",12842
"941","Vps16",3608.09864553746,0.394799068074259,0.13221670332226,0.00054072681775885,0.00774649941093657,"ENSMUSG00000027411",80743
"942","Mlec",5039.22301374615,-0.413276101654297,0.142213627414344,0.000545008950880375,0.00780013797617343,"ENSMUSG00000048578",109154
"943","Pikfyve",667.981975978606,-0.533584508548121,0.19329242095566,0.000552744748286364,0.00790305065153422,"ENSMUSG00000025949",18711
"944","Nbeal1",380.22118346289,-0.617268586134034,0.230860763967821,0.000555164519845073,0.00792202284322231,"ENSMUSG00000073664",269198
"945","Ehd2",120.554444817018,-0.804337728276907,0.316042493523667,0.000556591517475048,0.0079345760278793,"ENSMUSG00000074364",259300
"946","Grhpr",1272.83439622215,0.49753371504692,0.17337622483092,0.000559437587253023,0.00796731447936574,"ENSMUSG00000035637",76238
"947","Scn1a",78.5426451323681,-1.00286726279141,0.408643123882091,0.00056003194829241,0.00796795209650968,"ENSMUSG00000064329",20265
"948","Rnf152",48.4527991520952,-1.2432261229636,0.518620418212046,0.000561582686518009,0.00797631959876776,"ENSMUSG00000047496",320311
"949","Tnrc6c",1054.12132959859,-0.468123233614003,0.165038883236341,0.00056172039663001,0.00797631959876776,"ENSMUSG00000025571",217351
